iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
40,"(15, 4)","(15, 3)",North,"[('(15, 5)', 'North', 1), ('(15, 3)', 'South', 1)]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 4)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 5)']","['(31, 5)', '(34, 1)', '(28, 3)', '(17, 3)', '(19, 3)', '(32, 3)', '(35, 2)', '(13, 5)', '(15, 2)', '(16, 1)', '(29, 4)', '(31, 4)', '(21, 3)', '(31, 1)', '(23, 3)', '(34, 3)', '(14, 3)', '(27, 3)', '(30, 5)', '(33, 1)', '(13, 4)', '(25, 3)', '(35, 1)', '(15, 4)', '(16, 3)', '(15, 1)', '(18, 3)', '(29, 3)', '(31, 3)', '(20, 3)', '(22, 3)', '(17, 1)', '(33, 3)', '(35, 3)', '(24, 3)', '(13, 3)', '(26, 3)', '(15, 3)', '(29, 5)', '(31, 2)']",27,0,27
41,"(15, 5)","(15, 4)",North,"[('(15, 4)', 'South', 1), ('(16, 5)', 'East', 1)]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 5)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(16, 5)']","['(31, 5)', '(34, 1)', '(28, 3)', '(17, 3)', '(19, 3)', '(32, 3)', '(35, 2)', '(13, 5)', '(15, 2)', '(16, 1)', '(15, 5)', '(29, 4)', '(31, 4)', '(21, 3)', '(31, 1)', '(23, 3)', '(34, 3)', '(14, 3)', '(27, 3)', '(30, 5)', '(33, 1)', '(13, 4)', '(25, 3)', '(35, 1)', '(15, 4)', '(16, 3)', '(15, 1)', '(18, 3)', '(29, 3)', '(31, 3)', '(20, 3)', '(22, 3)', '(17, 1)', '(33, 3)', '(35, 3)', '(24, 3)', '(13, 3)', '(26, 3)', '(15, 3)', '(29, 5)', '(31, 2)']",28,0,28
42,"(16, 5)","(15, 5)",East,"[('(17, 5)', 'East', 1), ('(15, 5)', 'West', 1)]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(16, 5)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(17, 5)']","['(31, 5)', '(34, 1)', '(28, 3)', '(17, 3)', '(19, 3)', '(32, 3)', '(35, 2)', '(13, 5)', '(15, 2)', '(16, 1)', '(15, 5)', '(29, 4)', '(31, 4)', '(21, 3)', '(31, 1)', '(23, 3)', '(34, 3)', '(14, 3)', '(27, 3)', '(30, 5)', '(33, 1)', '(13, 4)', '(25, 3)', '(35, 1)', '(15, 4)', '(16, 3)', '(15, 1)', '(18, 3)', '(29, 3)', '(31, 3)', '(20, 3)', '(22, 3)', '(17, 1)', '(33, 3)', '(35, 3)', '(24, 3)', '(13, 3)', '(16, 5)', '(26, 3)', '(15, 3)', '(29, 5)', '(31, 2)']",29,0,29
43,"(17, 5)","(16, 5)",East,"[('(17, 6)', 'North', 1), ('(18, 5)', 'East', 1), ('(16, 5)', 'West', 1)]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(17, 5)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(17, 6)', '(18, 5)']","['(31, 5)', '(34, 1)', '(28, 3)', '(17, 3)', '(19, 3)', '(32, 3)', '(35, 2)', '(13, 5)', '(15, 2)', '(16, 1)', '(15, 5)', '(29, 4)', '(31, 4)', '(21, 3)', '(31, 1)', '(23, 3)', '(34, 3)', '(14, 3)', '(17, 5)', '(27, 3)', '(30, 5)', '(33, 1)', '(13, 4)', '(25, 3)', '(35, 1)', '(15, 4)', '(16, 3)', '(15, 1)', '(18, 3)', '(29, 3)', '(31, 3)', '(20, 3)', '(22, 3)', '(17, 1)', '(33, 3)', '(35, 3)', '(24, 3)', '(13, 3)', '(16, 5)', '(26, 3)', '(15, 3)', '(29, 5)', '(31, 2)']",30,0,30
44,"(18, 5)","(17, 5)",East,"[('(19, 5)', 'East', 1), ('(17, 5)', 'West', 1)]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(17, 6)', '(18, 5)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(17, 6)', '(19, 5)']","['(31, 5)', '(34, 1)', '(28, 3)', '(17, 3)', '(19, 3)', '(32, 3)', '(35, 2)', '(13, 5)', '(15, 2)', '(16, 1)', '(15, 5)', '(29, 4)', '(31, 4)', '(21, 3)', '(31, 1)', '(23, 3)', '(34, 3)', '(14, 3)', '(17, 5)', '(27, 3)', '(30, 5)', '(33, 1)', '(13, 4)', '(25, 3)', '(35, 1)', '(15, 4)', '(16, 3)', '(15, 1)', '(18, 3)', '(29, 3)', '(31, 3)', '(20, 3)', '(22, 3)', '(17, 1)', '(33, 3)', '(35, 3)', '(24, 3)', '(13, 3)', '(16, 5)', '(26, 3)', '(15, 3)', '(18, 5)', '(29, 5)', '(31, 2)']",31,0,31
45,"(19, 5)","(18, 5)",East,"[('(18, 5)', 'West', 1)]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(17, 6)', '(19, 5)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(17, 6)']","['(31, 5)', '(34, 1)', '(28, 3)', '(17, 3)', '(19, 3)', '(32, 3)', '(35, 2)', '(13, 5)', '(15, 2)', '(16, 1)', '(15, 5)', '(29, 4)', '(31, 4)', '(21, 3)', '(31, 1)', '(23, 3)', '(34, 3)', '(14, 3)', '(17, 5)', '(27, 3)', '(30, 5)', '(19, 5)', '(33, 1)', '(13, 4)', '(25, 3)', '(35, 1)', '(15, 4)', '(16, 3)', '(15, 1)', '(18, 3)', '(29, 3)', '(31, 3)', '(20, 3)', '(22, 3)', '(17, 1)', '(33, 3)', '(35, 3)', '(24, 3)', '(13, 3)', '(16, 5)', '(26, 3)', '(15, 3)', '(18, 5)', '(29, 5)', '(31, 2)']",32,0,32
46,"(17, 6)","(17, 5)",North,"[('(17, 7)', 'North', 1), ('(17, 5)', 'South', 1)]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(17, 6)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(17, 7)']","['(31, 5)', '(34, 1)', '(28, 3)', '(17, 3)', '(17, 6)', '(19, 3)', '(32, 3)', '(35, 2)', '(13, 5)', '(15, 2)', '(16, 1)', '(15, 5)', '(29, 4)', '(31, 4)', '(21, 3)', '(31, 1)', '(23, 3)', '(34, 3)', '(14, 3)', '(17, 5)', '(27, 3)', '(30, 5)', '(19, 5)', '(33, 1)', '(13, 4)', '(25, 3)', '(35, 1)', '(15, 4)', '(16, 3)', '(15, 1)', '(18, 3)', '(29, 3)', '(31, 3)', '(20, 3)', '(22, 3)', '(17, 1)', '(33, 3)', '(35, 3)', '(24, 3)', '(13, 3)', '(16, 5)', '(26, 3)', '(15, 3)', '(18, 5)', '(29, 5)', '(31, 2)']",31,0,31
47,"(17, 7)","(17, 6)",North,"[('(17, 6)', 'South', 1), ('(16, 7)', 'West', 1)]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(17, 7)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(16, 7)']","['(31, 5)', '(34, 1)', '(28, 3)', '(17, 3)', '(17, 6)', '(19, 3)', '(32, 3)', '(35, 2)', '(13, 5)', '(15, 2)', '(16, 1)', '(15, 5)', '(29, 4)', '(31, 4)', '(21, 3)', '(31, 1)', '(23, 3)', '(34, 3)', '(14, 3)', '(17, 5)', '(27, 3)', '(30, 5)', '(19, 5)', '(33, 1)', '(13, 4)', '(25, 3)', '(35, 1)', '(15, 4)', '(16, 3)', '(15, 1)', '(18, 3)', '(29, 3)', '(31, 3)', '(20, 3)', '(22, 3)', '(17, 1)', '(17, 7)', '(33, 3)', '(35, 3)', '(24, 3)', '(13, 3)', '(16, 5)', '(26, 3)', '(15, 3)', '(18, 5)', '(29, 5)', '(31, 2)']",32,0,32
48,"(16, 7)","(17, 7)",West,"[('(17, 7)', 'East', 1), ('(15, 7)', 'West', 1)]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(16, 7)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 7)']","['(31, 5)', '(34, 1)', '(28, 3)', '(17, 3)', '(17, 6)', '(19, 3)', '(32, 3)', '(35, 2)', '(13, 5)', '(15, 2)', '(16, 1)', '(16, 7)', '(15, 5)', '(29, 4)', '(31, 4)', '(21, 3)', '(31, 1)', '(23, 3)', '(34, 3)', '(14, 3)', '(17, 5)', '(27, 3)', '(30, 5)', '(19, 5)', '(33, 1)', '(13, 4)', '(25, 3)', '(35, 1)', '(15, 4)', '(16, 3)', '(15, 1)', '(18, 3)', '(29, 3)', '(31, 3)', '(20, 3)', '(22, 3)', '(17, 1)', '(17, 7)', '(33, 3)', '(35, 3)', '(24, 3)', '(13, 3)', '(16, 5)', '(26, 3)', '(15, 3)', '(18, 5)', '(29, 5)', '(31, 2)']",33,0,33
49,"(15, 7)","(16, 7)",West,"[('(15, 8)', 'North', 1), ('(16, 7)', 'East', 1), ('(14, 7)', 'West', 1)]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 7)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 8)', '(14, 7)']","['(31, 5)', '(34, 1)', '(28, 3)', '(17, 3)', '(17, 6)', '(19, 3)', '(32, 3)', '(35, 2)', '(13, 5)', '(15, 2)', '(16, 1)', '(16, 7)', '(15, 5)', '(29, 4)', '(31, 4)', '(21, 3)', '(31, 1)', '(23, 3)', '(34, 3)', '(14, 3)', '(17, 5)', '(27, 3)', '(30, 5)', '(19, 5)', '(33, 1)', '(13, 4)', '(25, 3)', '(35, 1)', '(15, 4)', '(16, 3)', '(15, 1)', '(15, 7)', '(18, 3)', '(29, 3)', '(31, 3)', '(20, 3)', '(22, 3)', '(17, 1)', '(17, 7)', '(33, 3)', '(35, 3)', '(24, 3)', '(13, 3)', '(16, 5)', '(26, 3)', '(15, 3)', '(18, 5)', '(29, 5)', '(31, 2)']",34,0,34
50,"(14, 7)","(15, 7)",West,"[('(15, 7)', 'East', 1), ('(13, 7)', 'West', 1)]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 8)', '(14, 7)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 8)', '(13, 7)']","['(31, 5)', '(34, 1)', '(14, 7)', '(28, 3)', '(17, 3)', '(17, 6)', '(19, 3)', '(32, 3)', '(35, 2)', '(13, 5)', '(15, 2)', '(16, 1)', '(16, 7)', '(15, 5)', '(29, 4)', '(31, 4)', '(21, 3)', '(31, 1)', '(23, 3)', '(34, 3)', '(14, 3)', '(17, 5)', '(27, 3)', '(30, 5)', '(19, 5)', '(33, 1)', '(13, 4)', '(25, 3)', '(35, 1)', '(15, 4)', '(16, 3)', '(15, 1)', '(15, 7)', '(18, 3)', '(29, 3)', '(31, 3)', '(20, 3)', '(22, 3)', '(17, 1)', '(17, 7)', '(33, 3)', '(35, 3)', '(24, 3)', '(13, 3)', '(16, 5)', '(26, 3)', '(15, 3)', '(18, 5)', '(29, 5)', '(31, 2)']",35,0,35
51,"(13, 7)","(14, 7)",West,"[('(14, 7)', 'East', 1)]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 8)', '(13, 7)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 8)']","['(31, 5)', '(34, 1)', '(14, 7)', '(28, 3)', '(17, 3)', '(17, 6)', '(19, 3)', '(32, 3)', '(35, 2)', '(13, 5)', '(15, 2)', '(16, 1)', '(16, 7)', '(15, 5)', '(29, 4)', '(31, 4)', '(21, 3)', '(31, 1)', '(23, 3)', '(34, 3)', '(14, 3)', '(17, 5)', '(27, 3)', '(30, 5)', '(19, 5)', '(33, 1)', '(13, 4)', '(25, 3)', '(35, 1)', '(13, 7)', '(15, 4)', '(16, 3)', '(15, 1)', '(15, 7)', '(18, 3)', '(29, 3)', '(31, 3)', '(20, 3)', '(22, 3)', '(17, 1)', '(17, 7)', '(33, 3)', '(35, 3)', '(24, 3)', '(13, 3)', '(16, 5)', '(26, 3)', '(15, 3)', '(18, 5)', '(29, 5)', '(31, 2)']",36,0,36
52,"(15, 8)","(15, 7)",North,"[('(15, 9)', 'North', 1), ('(15, 7)', 'South', 1)]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 8)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 9)']","['(31, 5)', '(34, 1)', '(14, 7)', '(28, 3)', '(17, 3)', '(17, 6)', '(19, 3)', '(32, 3)', '(35, 2)', '(13, 5)', '(15, 2)', '(16, 1)', '(16, 7)', '(15, 5)', '(29, 4)', '(15, 8)', '(31, 4)', '(21, 3)', '(31, 1)', '(23, 3)', '(34, 3)', '(14, 3)', '(17, 5)', '(27, 3)', '(30, 5)', '(19, 5)', '(33, 1)', '(13, 4)', '(25, 3)', '(35, 1)', '(13, 7)', '(15, 4)', '(16, 3)', '(15, 1)', '(15, 7)', '(18, 3)', '(29, 3)', '(31, 3)', '(20, 3)', '(22, 3)', '(17, 1)', '(17, 7)', '(33, 3)', '(35, 3)', '(24, 3)', '(13, 3)', '(16, 5)', '(26, 3)', '(15, 3)', '(18, 5)', '(29, 5)', '(31, 2)']",35,0,35
53,"(15, 9)","(15, 8)",North,"[('(15, 10)', 'North', 1), ('(15, 8)', 'South', 1)]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 9)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 10)']","['(31, 5)', '(34, 1)', '(14, 7)', '(28, 3)', '(17, 3)', '(17, 6)', '(19, 3)', '(32, 3)', '(35, 2)', '(13, 5)', '(15, 2)', '(16, 1)', '(16, 7)', '(15, 5)', '(29, 4)', '(15, 8)', '(31, 4)', '(21, 3)', '(31, 1)', '(23, 3)', '(34, 3)', '(15, 9)', '(14, 3)', '(17, 5)', '(27, 3)', '(30, 5)', '(19, 5)', '(33, 1)', '(13, 4)', '(25, 3)', '(35, 1)', '(13, 7)', '(15, 4)', '(16, 3)', '(15, 1)', '(15, 7)', '(18, 3)', '(29, 3)', '(31, 3)', '(20, 3)', '(22, 3)', '(17, 1)', '(17, 7)', '(33, 3)', '(35, 3)', '(24, 3)', '(13, 3)', '(16, 5)', '(26, 3)', '(15, 3)', '(18, 5)', '(29, 5)', '(31, 2)']",36,0,36
54,"(15, 10)","(15, 9)",North,"[('(15, 11)', 'North', 1), ('(15, 9)', 'South', 1)]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 10)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 11)']","['(31, 5)', '(34, 1)', '(14, 7)', '(28, 3)', '(17, 3)', '(17, 6)', '(19, 3)', '(32, 3)', '(35, 2)', '(13, 5)', '(15, 2)', '(16, 1)', '(16, 7)', '(15, 5)', '(29, 4)', '(15, 8)', '(31, 4)', '(21, 3)', '(31, 1)', '(23, 3)', '(34, 3)', '(15, 9)', '(14, 3)', '(17, 5)', '(27, 3)', '(30, 5)', '(19, 5)', '(33, 1)', '(13, 4)', '(25, 3)', '(35, 1)', '(13, 7)', '(15, 4)', '(16, 3)', '(15, 1)', '(15, 7)', '(18, 3)', '(29, 3)', '(15, 10)', '(31, 3)', '(20, 3)', '(22, 3)', '(17, 1)', '(17, 7)', '(33, 3)', '(35, 3)', '(24, 3)', '(13, 3)', '(16, 5)', '(26, 3)', '(15, 3)', '(18, 5)', '(29, 5)', '(31, 2)']",37,0,37
55,"(15, 11)","(15, 10)",North,"[('(15, 12)', 'North', 1), ('(15, 10)', 'South', 1)]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 11)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 12)']","['(31, 5)', '(34, 1)', '(14, 7)', '(28, 3)', '(17, 3)', '(17, 6)', '(19, 3)', '(32, 3)', '(35, 2)', '(13, 5)', '(15, 2)', '(16, 1)', '(16, 7)', '(15, 5)', '(29, 4)', '(15, 11)', '(15, 8)', '(31, 4)', '(21, 3)', '(31, 1)', '(23, 3)', '(34, 3)', '(15, 9)', '(14, 3)', '(17, 5)', '(27, 3)', '(30, 5)', '(19, 5)', '(33, 1)', '(13, 4)', '(25, 3)', '(35, 1)', '(13, 7)', '(15, 4)', '(16, 3)', '(15, 1)', '(15, 7)', '(18, 3)', '(29, 3)', '(15, 10)', '(31, 3)', '(20, 3)', '(22, 3)', '(17, 1)', '(17, 7)', '(33, 3)', '(35, 3)', '(24, 3)', '(13, 3)', '(16, 5)', '(26, 3)', '(15, 3)', '(18, 5)', '(29, 5)', '(31, 2)']",38,0,38
56,"(15, 12)","(15, 11)",North,"[('(15, 13)', 'North', 1), ('(15, 11)', 'South', 1)]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 12)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 13)']","['(31, 5)', '(34, 1)', '(14, 7)', '(28, 3)', '(17, 3)', '(17, 6)', '(19, 3)', '(32, 3)', '(35, 2)', '(13, 5)', '(15, 2)', '(16, 1)', '(16, 7)', '(15, 5)', '(29, 4)', '(15, 11)', '(15, 8)', '(31, 4)', '(21, 3)', '(31, 1)', '(23, 3)', '(34, 3)', '(15, 9)', '(14, 3)', '(17, 5)', '(27, 3)', '(30, 5)', '(19, 5)', '(33, 1)', '(13, 4)', '(25, 3)', '(35, 1)', '(13, 7)', '(15, 4)', '(16, 3)', '(15, 1)', '(15, 7)', '(18, 3)', '(29, 3)', '(15, 10)', '(31, 3)', '(20, 3)', '(22, 3)', '(17, 1)', '(17, 7)', '(15, 12)', '(33, 3)', '(35, 3)', '(24, 3)', '(13, 3)', '(16, 5)', '(26, 3)', '(15, 3)', '(18, 5)', '(29, 5)', '(31, 2)']",39,0,39
57,"(15, 13)","(15, 12)",North,"[('(15, 12)', 'South', 1), ('(16, 13)', 'East', 1), ('(14, 13)', 'West', 1)]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(15, 13)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(16, 13)', '(14, 13)']","['(31, 5)', '(34, 1)', '(14, 7)', '(28, 3)', '(17, 3)', '(17, 6)', '(19, 3)', '(32, 3)', '(35, 2)', '(13, 5)', '(15, 2)', '(16, 1)', '(16, 7)', '(15, 5)', '(29, 4)', '(15, 11)', '(15, 8)', '(31, 4)', '(21, 3)', '(31, 1)', '(23, 3)', '(34, 3)', '(15, 9)', '(14, 3)', '(17, 5)', '(27, 3)', '(30, 5)', '(19, 5)', '(33, 1)', '(13, 4)', '(25, 3)', '(35, 1)', '(13, 7)', '(15, 4)', '(16, 3)', '(15, 1)', '(15, 7)', '(15, 13)', '(18, 3)', '(29, 3)', '(15, 10)', '(31, 3)', '(20, 3)', '(22, 3)', '(17, 1)', '(17, 7)', '(15, 12)', '(33, 3)', '(35, 3)', '(24, 3)', '(13, 3)', '(16, 5)', '(26, 3)', '(15, 3)', '(18, 5)', '(29, 5)', '(31, 2)']",40,0,40
58,"(14, 13)","(15, 13)",West,"[('(15, 13)', 'East', 1)]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(16, 13)', '(14, 13)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(16, 13)']","['(31, 5)', '(34, 1)', '(14, 7)', '(28, 3)', '(17, 3)', '(17, 6)', '(19, 3)', '(14, 13)', '(32, 3)', '(35, 2)', '(13, 5)', '(15, 2)', '(16, 1)', '(16, 7)', '(15, 5)', '(29, 4)', '(15, 11)', '(15, 8)', '(31, 4)', '(21, 3)', '(31, 1)', '(23, 3)', '(34, 3)', '(15, 9)', '(14, 3)', '(17, 5)', '(27, 3)', '(30, 5)', '(19, 5)', '(33, 1)', '(13, 4)', '(25, 3)', '(35, 1)', '(13, 7)', '(15, 4)', '(16, 3)', '(15, 1)', '(15, 7)', '(15, 13)', '(18, 3)', '(29, 3)', '(15, 10)', '(31, 3)', '(20, 3)', '(22, 3)', '(17, 1)', '(17, 7)', '(15, 12)', '(33, 3)', '(35, 3)', '(24, 3)', '(13, 3)', '(16, 5)', '(26, 3)', '(15, 3)', '(18, 5)', '(29, 5)', '(31, 2)']",41,0,41
59,"(16, 13)","(15, 13)",East,"[('(17, 13)', 'East', 1), ('(15, 13)', 'West', 1)]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(16, 13)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(17, 13)']","['(31, 5)', '(34, 1)', '(14, 7)', '(28, 3)', '(17, 3)', '(17, 6)', '(19, 3)', '(14, 13)', '(32, 3)', '(35, 2)', '(13, 5)', '(15, 2)', '(16, 1)', '(16, 7)', '(15, 5)', '(29, 4)', '(15, 11)', '(15, 8)', '(31, 4)', '(16, 13)', '(21, 3)', '(31, 1)', '(23, 3)', '(34, 3)', '(15, 9)', '(14, 3)', '(17, 5)', '(27, 3)', '(30, 5)', '(19, 5)', '(33, 1)', '(13, 4)', '(25, 3)', '(35, 1)', '(13, 7)', '(15, 4)', '(16, 3)', '(15, 1)', '(15, 7)', '(15, 13)', '(18, 3)', '(29, 3)', '(15, 10)', '(31, 3)', '(20, 3)', '(22, 3)', '(17, 1)', '(17, 7)', '(15, 12)', '(33, 3)', '(35, 3)', '(24, 3)', '(13, 3)', '(16, 5)', '(26, 3)', '(15, 3)', '(18, 5)', '(29, 5)', '(31, 2)']",41,0,41
60,"(17, 13)","(16, 13)",East,"[('(17, 12)', 'South', 1), ('(18, 13)', 'East', 1), ('(16, 13)', 'West', 1)]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(17, 13)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(17, 12)', '(18, 13)']","['(31, 5)', '(34, 1)', '(14, 7)', '(28, 3)', '(17, 3)', '(17, 6)', '(19, 3)', '(14, 13)', '(32, 3)', '(35, 2)', '(13, 5)', '(15, 2)', '(16, 1)', '(16, 7)', '(15, 5)', '(29, 4)', '(15, 11)', '(15, 8)', '(31, 4)', '(16, 13)', '(21, 3)', '(31, 1)', '(23, 3)', '(34, 3)', '(15, 9)', '(14, 3)', '(17, 5)', '(27, 3)', '(30, 5)', '(19, 5)', '(33, 1)', '(13, 4)', '(25, 3)', '(35, 1)', '(13, 7)', '(15, 4)', '(16, 3)', '(15, 1)', '(15, 7)', '(15, 13)', '(18, 3)', '(29, 3)', '(15, 10)', '(31, 3)', '(20, 3)', '(22, 3)', '(17, 1)', '(17, 7)', '(15, 12)', '(17, 13)', '(33, 3)', '(35, 3)', '(24, 3)', '(13, 3)', '(16, 5)', '(26, 3)', '(15, 3)', '(18, 5)', '(29, 5)', '(31, 2)']",42,0,42
61,"(18, 13)","(17, 13)",East,"[('(19, 13)', 'East', 1), ('(17, 13)', 'West', 1)]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(17, 12)', '(18, 13)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(17, 12)', '(19, 13)']","['(31, 5)', '(34, 1)', '(14, 7)', '(28, 3)', '(17, 3)', '(17, 6)', '(19, 3)', '(14, 13)', '(32, 3)', '(35, 2)', '(13, 5)', '(15, 2)', '(16, 1)', '(16, 7)', '(15, 5)', '(29, 4)', '(15, 11)', '(15, 8)', '(31, 4)', '(16, 13)', '(21, 3)', '(31, 1)', '(18, 13)', '(23, 3)', '(34, 3)', '(15, 9)', '(14, 3)', '(17, 5)', '(27, 3)', '(30, 5)', '(19, 5)', '(33, 1)', '(13, 4)', '(25, 3)', '(35, 1)', '(13, 7)', '(15, 4)', '(16, 3)', '(15, 1)', '(15, 7)', '(15, 13)', '(18, 3)', '(29, 3)', '(15, 10)', '(31, 3)', '(20, 3)', '(22, 3)', '(17, 1)', '(17, 7)', '(15, 12)', '(17, 13)', '(33, 3)', '(35, 3)', '(24, 3)', '(13, 3)', '(16, 5)', '(26, 3)', '(15, 3)', '(18, 5)', '(29, 5)', '(31, 2)']",43,0,43
62,"(19, 13)","(18, 13)",East,"[('(19, 12)', 'South', 1), ('(20, 13)', 'East', 1), ('(18, 13)', 'West', 1)]","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(17, 12)', '(19, 13)']","['(35, 4)', '(33, 4)', '(31, 6)', '(27, 4)', '(27, 2)', '(25, 4)', '(23, 2)', '(17, 12)', '(19, 12)', '(20, 13)']","['(31, 5)', '(34, 1)', '(14, 7)', '(28, 3)', '(17, 3)', '(17, 6)', '(19, 3)', '(14, 13)', '(32, 3)', '(35, 2)', '(13, 5)', '(15, 2)', '(16, 1)', '(16, 7)', '(15, 5)', '(29, 4)', '(15, 11)', '(15, 8)', '(31, 4)', '(16, 13)', '(21, 3)', '(31, 1)', '(18, 13)', '(23, 3)', '(34, 3)', '(15, 9)', '(14, 3)', '(17, 5)', '(27, 3)', '(30, 5)', '(19, 5)', '(33, 1)', '(13, 4)', '(25, 3)', '(35, 1)', '(13, 7)', '(15, 4)', '(16, 3)', '(15, 1)', '(15, 7)', '(15, 13)', '(18, 3)', '(29, 3)', '(15, 10)', '(31, 3)', '(20, 3)', '(22, 3)', '(17, 1)', '(17, 7)', '(15, 12)', '(17, 13)', '(33, 3)', '(19, 13)', '(35, 3)', '(24, 3)', '(13, 3)', '(16, 5)', '(26, 3)', '(15, 3)', '(18, 5)', '(29, 5)', '(31, 2)']",44,0,44
