iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
45,"(27, 5)","(27, 4)",North,"[('(27, 6)', 'North', 1), ('(27, 4)', 'South', 1)]","['(35, 10)', '(25, 3)', '(27, 1)', '(27, 5)']","['(27, 6)', '(35, 10)', '(25, 3)', '(27, 1)']","['(31, 5)', '(31, 11)', '(34, 1)', '(34, 7)', '(31, 8)', '(27, 4)', '(28, 3)', '(33, 5)', '(32, 3)', '(35, 2)', '(32, 9)', '(33, 11)', '(35, 5)', '(29, 4)', '(31, 4)', '(31, 1)', '(31, 7)', '(34, 3)', '(31, 10)', '(34, 9)', '(27, 3)', '(29, 11)', '(30, 5)', '(33, 4)', '(30, 11)', '(33, 1)', '(33, 7)', '(35, 4)', '(35, 1)', '(35, 7)', '(33, 10)', '(29, 3)', '(31, 6)', '(31, 3)', '(31, 9)', '(27, 2)', '(27, 5)', '(33, 3)', '(33, 9)', '(33, 6)', '(35, 3)', '(35, 9)', '(26, 3)', '(29, 5)', '(31, 2)']",16,0,16
46,"(27, 1)","(27, 2)",South,"[('(27, 2)', 'North', 1), ('(28, 1)', 'East', 1)]","['(27, 6)', '(35, 10)', '(25, 3)', '(27, 1)']","['(28, 1)', '(27, 6)', '(35, 10)', '(25, 3)']","['(31, 5)', '(31, 11)', '(34, 1)', '(34, 7)', '(31, 8)', '(27, 1)', '(27, 4)', '(28, 3)', '(33, 5)', '(32, 3)', '(35, 2)', '(32, 9)', '(33, 11)', '(35, 5)', '(29, 4)', '(31, 4)', '(31, 1)', '(31, 7)', '(34, 3)', '(31, 10)', '(34, 9)', '(27, 3)', '(29, 11)', '(30, 5)', '(33, 4)', '(30, 11)', '(33, 1)', '(33, 7)', '(35, 4)', '(35, 1)', '(35, 7)', '(33, 10)', '(29, 3)', '(31, 6)', '(31, 3)', '(31, 9)', '(27, 2)', '(27, 5)', '(33, 3)', '(33, 9)', '(33, 6)', '(35, 3)', '(35, 9)', '(26, 3)', '(29, 5)', '(31, 2)']",16,0,16
47,"(25, 3)","(26, 3)",West,"[('(25, 4)', 'North', 1), ('(26, 3)', 'East', 1), ('(24, 3)', 'West', 1)]","['(28, 1)', '(27, 6)', '(35, 10)', '(25, 3)']","['(24, 3)', '(25, 4)', '(28, 1)', '(27, 6)', '(35, 10)']","['(31, 5)', '(31, 11)', '(34, 1)', '(34, 7)', '(31, 8)', '(27, 1)', '(27, 4)', '(28, 3)', '(33, 5)', '(32, 3)', '(35, 2)', '(32, 9)', '(33, 11)', '(35, 5)', '(29, 4)', '(31, 4)', '(31, 1)', '(31, 7)', '(34, 3)', '(31, 10)', '(34, 9)', '(27, 3)', '(29, 11)', '(30, 5)', '(33, 4)', '(30, 11)', '(33, 1)', '(33, 7)', '(35, 4)', '(25, 3)', '(35, 1)', '(35, 7)', '(33, 10)', '(29, 3)', '(31, 6)', '(31, 3)', '(31, 9)', '(27, 2)', '(27, 5)', '(33, 3)', '(33, 9)', '(33, 6)', '(35, 3)', '(35, 9)', '(26, 3)', '(29, 5)', '(31, 2)']",16,0,16
48,"(35, 10)","(35, 9)",North,"[('(35, 11)', 'North', 1), ('(35, 9)', 'South', 1)]","['(24, 3)', '(25, 4)', '(28, 1)', '(27, 6)', '(35, 10)']","['(35, 11)', '(24, 3)', '(25, 4)', '(28, 1)', '(27, 6)']","['(31, 5)', '(31, 11)', '(34, 1)', '(34, 7)', '(31, 8)', '(27, 1)', '(27, 4)', '(28, 3)', '(33, 5)', '(32, 3)', '(35, 2)', '(32, 9)', '(33, 11)', '(35, 5)', '(29, 4)', '(31, 4)', '(31, 1)', '(31, 7)', '(34, 3)', '(31, 10)', '(34, 9)', '(27, 3)', '(29, 11)', '(30, 5)', '(33, 4)', '(30, 11)', '(33, 1)', '(33, 7)', '(35, 4)', '(25, 3)', '(35, 1)', '(35, 7)', '(33, 10)', '(35, 10)', '(29, 3)', '(31, 6)', '(31, 3)', '(31, 9)', '(27, 2)', '(27, 5)', '(33, 3)', '(33, 9)', '(33, 6)', '(35, 3)', '(35, 9)', '(26, 3)', '(29, 5)', '(31, 2)']",17,0,17
49,"(27, 6)","(27, 5)",North,"[('(27, 7)', 'North', 1), ('(27, 5)', 'South', 1)]","['(35, 11)', '(24, 3)', '(25, 4)', '(28, 1)', '(27, 6)']","['(27, 7)', '(35, 11)', '(24, 3)', '(25, 4)', '(28, 1)']","['(31, 5)', '(31, 11)', '(34, 1)', '(34, 7)', '(31, 8)', '(27, 1)', '(27, 4)', '(28, 3)', '(33, 5)', '(32, 3)', '(35, 2)', '(32, 9)', '(33, 11)', '(35, 5)', '(29, 4)', '(31, 4)', '(31, 1)', '(31, 7)', '(34, 3)', '(31, 10)', '(34, 9)', '(27, 6)', '(27, 3)', '(29, 11)', '(30, 5)', '(33, 4)', '(30, 11)', '(33, 1)', '(33, 7)', '(35, 4)', '(25, 3)', '(35, 1)', '(35, 7)', '(33, 10)', '(35, 10)', '(29, 3)', '(31, 6)', '(31, 3)', '(31, 9)', '(27, 2)', '(27, 5)', '(33, 3)', '(33, 9)', '(33, 6)', '(35, 3)', '(35, 9)', '(26, 3)', '(29, 5)', '(31, 2)']",17,0,17
50,"(28, 1)","(27, 1)",East,"[('(29, 1)', 'East', 1), ('(27, 1)', 'West', 1)]","['(27, 7)', '(35, 11)', '(24, 3)', '(25, 4)', '(28, 1)']","['(29, 1)', '(27, 7)', '(35, 11)', '(24, 3)', '(25, 4)']","['(31, 5)', '(31, 11)', '(34, 1)', '(34, 7)', '(31, 8)', '(27, 1)', '(27, 4)', '(28, 3)', '(33, 5)', '(32, 3)', '(35, 2)', '(32, 9)', '(33, 11)', '(35, 5)', '(29, 4)', '(31, 4)', '(31, 1)', '(31, 7)', '(34, 3)', '(31, 10)', '(34, 9)', '(27, 6)', '(27, 3)', '(29, 11)', '(30, 5)', '(33, 4)', '(30, 11)', '(33, 1)', '(33, 7)', '(35, 4)', '(25, 3)', '(35, 1)', '(35, 7)', '(33, 10)', '(35, 10)', '(29, 3)', '(31, 6)', '(31, 3)', '(31, 9)', '(27, 2)', '(28, 1)', '(27, 5)', '(33, 3)', '(33, 9)', '(33, 6)', '(35, 3)', '(35, 9)', '(26, 3)', '(29, 5)', '(31, 2)']",17,0,17
51,"(25, 4)","(25, 3)",North,"[('(25, 5)', 'North', 1), ('(25, 3)', 'South', 1)]","['(29, 1)', '(27, 7)', '(35, 11)', '(24, 3)', '(25, 4)']","['(25, 5)', '(29, 1)', '(27, 7)', '(35, 11)', '(24, 3)']","['(31, 5)', '(31, 11)', '(34, 1)', '(34, 7)', '(31, 8)', '(27, 1)', '(27, 4)', '(28, 3)', '(33, 5)', '(32, 3)', '(35, 2)', '(32, 9)', '(33, 11)', '(35, 5)', '(25, 4)', '(29, 4)', '(31, 4)', '(31, 1)', '(31, 7)', '(34, 3)', '(31, 10)', '(34, 9)', '(27, 6)', '(27, 3)', '(29, 11)', '(30, 5)', '(33, 4)', '(30, 11)', '(33, 1)', '(33, 7)', '(35, 4)', '(25, 3)', '(35, 1)', '(35, 7)', '(33, 10)', '(35, 10)', '(29, 3)', '(31, 6)', '(31, 3)', '(31, 9)', '(27, 2)', '(28, 1)', '(27, 5)', '(33, 3)', '(33, 9)', '(33, 6)', '(35, 3)', '(35, 9)', '(26, 3)', '(29, 5)', '(31, 2)']",17,0,17
52,"(24, 3)","(25, 3)",West,"[('(25, 3)', 'East', 1), ('(23, 3)', 'West', 1)]","['(25, 5)', '(29, 1)', '(27, 7)', '(35, 11)', '(24, 3)']","['(23, 3)', '(25, 5)', '(29, 1)', '(27, 7)', '(35, 11)']","['(31, 5)', '(31, 11)', '(34, 1)', '(34, 7)', '(31, 8)', '(27, 1)', '(27, 4)', '(28, 3)', '(33, 5)', '(32, 3)', '(35, 2)', '(32, 9)', '(33, 11)', '(35, 5)', '(25, 4)', '(29, 4)', '(31, 4)', '(31, 1)', '(31, 7)', '(34, 3)', '(31, 10)', '(34, 9)', '(27, 6)', '(27, 3)', '(29, 11)', '(30, 5)', '(33, 4)', '(30, 11)', '(33, 1)', '(33, 7)', '(35, 4)', '(25, 3)', '(35, 1)', '(35, 7)', '(33, 10)', '(35, 10)', '(29, 3)', '(31, 6)', '(31, 3)', '(31, 9)', '(27, 2)', '(28, 1)', '(27, 5)', '(33, 3)', '(33, 9)', '(33, 6)', '(35, 3)', '(35, 9)', '(24, 3)', '(26, 3)', '(29, 5)', '(31, 2)']",17,0,17
53,"(35, 11)","(35, 10)",North,"[('(35, 10)', 'South', 1)]","['(23, 3)', '(25, 5)', '(29, 1)', '(27, 7)', '(35, 11)']","['(23, 3)', '(25, 5)', '(29, 1)', '(27, 7)']","['(31, 5)', '(31, 11)', '(34, 1)', '(34, 7)', '(31, 8)', '(27, 1)', '(27, 4)', '(28, 3)', '(33, 5)', '(32, 3)', '(35, 2)', '(32, 9)', '(33, 11)', '(35, 5)', '(35, 11)', '(25, 4)', '(29, 4)', '(31, 4)', '(31, 1)', '(31, 7)', '(34, 3)', '(31, 10)', '(34, 9)', '(27, 6)', '(27, 3)', '(29, 11)', '(30, 5)', '(33, 4)', '(30, 11)', '(33, 1)', '(33, 7)', '(35, 4)', '(25, 3)', '(35, 1)', '(35, 7)', '(33, 10)', '(35, 10)', '(29, 3)', '(31, 6)', '(31, 3)', '(31, 9)', '(27, 2)', '(28, 1)', '(27, 5)', '(33, 3)', '(33, 9)', '(33, 6)', '(35, 3)', '(35, 9)', '(24, 3)', '(26, 3)', '(29, 5)', '(31, 2)']",18,0,18
54,"(27, 7)","(27, 6)",North,"[('(27, 6)', 'South', 1), ('(28, 7)', 'East', 1)]","['(23, 3)', '(25, 5)', '(29, 1)', '(27, 7)']","['(28, 7)', '(23, 3)', '(25, 5)', '(29, 1)']","['(31, 5)', '(31, 11)', '(34, 1)', '(34, 7)', '(31, 8)', '(27, 1)', '(27, 4)', '(28, 3)', '(27, 7)', '(33, 5)', '(32, 3)', '(35, 2)', '(32, 9)', '(33, 11)', '(35, 5)', '(35, 11)', '(25, 4)', '(29, 4)', '(31, 4)', '(31, 1)', '(31, 7)', '(34, 3)', '(31, 10)', '(34, 9)', '(27, 6)', '(27, 3)', '(29, 11)', '(30, 5)', '(33, 4)', '(30, 11)', '(33, 1)', '(33, 7)', '(35, 4)', '(25, 3)', '(35, 1)', '(35, 7)', '(33, 10)', '(35, 10)', '(29, 3)', '(31, 6)', '(31, 3)', '(31, 9)', '(27, 2)', '(28, 1)', '(27, 5)', '(33, 3)', '(33, 9)', '(33, 6)', '(35, 3)', '(35, 9)', '(24, 3)', '(26, 3)', '(29, 5)', '(31, 2)']",18,0,18
55,"(29, 1)","(28, 1)",East,"[('(28, 1)', 'West', 1)]","['(28, 7)', '(23, 3)', '(25, 5)', '(29, 1)']","['(28, 7)', '(23, 3)', '(25, 5)']","['(31, 5)', '(31, 11)', '(34, 1)', '(34, 7)', '(31, 8)', '(27, 1)', '(27, 4)', '(28, 3)', '(27, 7)', '(33, 5)', '(32, 3)', '(35, 2)', '(32, 9)', '(33, 11)', '(35, 5)', '(35, 11)', '(25, 4)', '(29, 4)', '(29, 1)', '(31, 4)', '(31, 1)', '(31, 7)', '(34, 3)', '(31, 10)', '(34, 9)', '(27, 6)', '(27, 3)', '(29, 11)', '(30, 5)', '(33, 4)', '(30, 11)', '(33, 1)', '(33, 7)', '(35, 4)', '(25, 3)', '(35, 1)', '(35, 7)', '(33, 10)', '(35, 10)', '(29, 3)', '(31, 6)', '(31, 3)', '(31, 9)', '(27, 2)', '(28, 1)', '(27, 5)', '(33, 3)', '(33, 9)', '(33, 6)', '(35, 3)', '(35, 9)', '(24, 3)', '(26, 3)', '(29, 5)', '(31, 2)']",18,0,18
56,"(25, 5)","(25, 4)",North,"[('(25, 6)', 'North', 1), ('(25, 4)', 'South', 1), ('(24, 5)', 'West', 1)]","['(28, 7)', '(23, 3)', '(25, 5)']","['(24, 5)', '(25, 6)', '(28, 7)', '(23, 3)']","['(31, 5)', '(31, 11)', '(34, 1)', '(34, 7)', '(31, 8)', '(27, 1)', '(27, 4)', '(28, 3)', '(27, 7)', '(33, 5)', '(32, 3)', '(35, 2)', '(32, 9)', '(33, 11)', '(35, 5)', '(35, 11)', '(25, 4)', '(29, 4)', '(29, 1)', '(31, 4)', '(31, 1)', '(31, 7)', '(34, 3)', '(31, 10)', '(34, 9)', '(27, 6)', '(27, 3)', '(29, 11)', '(30, 5)', '(33, 4)', '(30, 11)', '(33, 1)', '(33, 7)', '(35, 4)', '(25, 3)', '(35, 1)', '(35, 7)', '(33, 10)', '(35, 10)', '(29, 3)', '(31, 6)', '(31, 3)', '(31, 9)', '(27, 2)', '(28, 1)', '(27, 5)', '(33, 3)', '(33, 9)', '(33, 6)', '(35, 3)', '(35, 9)', '(24, 3)', '(25, 5)', '(26, 3)', '(29, 5)', '(31, 2)']",18,0,18
57,"(23, 3)","(24, 3)",West,"[('(23, 2)', 'South', 1), ('(24, 3)', 'East', 1), ('(22, 3)', 'West', 1)]","['(24, 5)', '(25, 6)', '(28, 7)', '(23, 3)']","['(22, 3)', '(23, 2)', '(24, 5)', '(25, 6)', '(28, 7)']","['(31, 5)', '(31, 11)', '(34, 1)', '(34, 7)', '(31, 8)', '(27, 1)', '(27, 4)', '(28, 3)', '(27, 7)', '(33, 5)', '(32, 3)', '(35, 2)', '(32, 9)', '(33, 11)', '(35, 5)', '(35, 11)', '(25, 4)', '(29, 4)', '(29, 1)', '(31, 4)', '(31, 1)', '(31, 7)', '(23, 3)', '(34, 3)', '(31, 10)', '(34, 9)', '(27, 6)', '(27, 3)', '(29, 11)', '(30, 5)', '(33, 4)', '(30, 11)', '(33, 1)', '(33, 7)', '(35, 4)', '(25, 3)', '(35, 1)', '(35, 7)', '(33, 10)', '(35, 10)', '(29, 3)', '(31, 6)', '(31, 3)', '(31, 9)', '(27, 2)', '(28, 1)', '(27, 5)', '(33, 3)', '(33, 9)', '(33, 6)', '(35, 3)', '(35, 9)', '(24, 3)', '(25, 5)', '(26, 3)', '(29, 5)', '(31, 2)']",18,0,18
58,"(28, 7)","(27, 7)",East,"[('(29, 7)', 'East', 1), ('(27, 7)', 'West', 1)]","['(22, 3)', '(23, 2)', '(24, 5)', '(25, 6)', '(28, 7)']","['(29, 7)', '(22, 3)', '(23, 2)', '(24, 5)', '(25, 6)']","['(31, 5)', '(31, 11)', '(34, 1)', '(34, 7)', '(31, 8)', '(27, 1)', '(27, 4)', '(28, 3)', '(27, 7)', '(33, 5)', '(32, 3)', '(35, 2)', '(32, 9)', '(33, 11)', '(35, 5)', '(35, 11)', '(25, 4)', '(29, 4)', '(29, 1)', '(31, 4)', '(31, 1)', '(31, 7)', '(23, 3)', '(34, 3)', '(31, 10)', '(34, 9)', '(27, 6)', '(27, 3)', '(29, 11)', '(30, 5)', '(33, 4)', '(30, 11)', '(33, 1)', '(33, 7)', '(35, 4)', '(25, 3)', '(35, 1)', '(35, 7)', '(33, 10)', '(35, 10)', '(29, 3)', '(31, 6)', '(31, 3)', '(31, 9)', '(27, 2)', '(28, 1)', '(28, 7)', '(27, 5)', '(33, 3)', '(33, 9)', '(33, 6)', '(35, 3)', '(35, 9)', '(24, 3)', '(25, 5)', '(26, 3)', '(29, 5)', '(31, 2)']",19,0,19
59,"(25, 6)","(25, 5)",North,"[('(25, 7)', 'North', 1), ('(25, 5)', 'South', 1)]","['(29, 7)', '(22, 3)', '(23, 2)', '(24, 5)', '(25, 6)']","['(25, 7)', '(29, 7)', '(22, 3)', '(23, 2)', '(24, 5)']","['(31, 5)', '(31, 11)', '(34, 1)', '(34, 7)', '(31, 8)', '(27, 1)', '(27, 4)', '(28, 3)', '(27, 7)', '(33, 5)', '(32, 3)', '(35, 2)', '(32, 9)', '(33, 11)', '(35, 5)', '(35, 11)', '(25, 4)', '(29, 4)', '(29, 1)', '(31, 4)', '(31, 1)', '(31, 7)', '(23, 3)', '(34, 3)', '(31, 10)', '(34, 9)', '(27, 6)', '(27, 3)', '(29, 11)', '(30, 5)', '(33, 4)', '(30, 11)', '(33, 1)', '(33, 7)', '(35, 4)', '(25, 3)', '(35, 1)', '(35, 7)', '(33, 10)', '(25, 6)', '(35, 10)', '(29, 3)', '(31, 6)', '(31, 3)', '(31, 9)', '(27, 2)', '(28, 1)', '(28, 7)', '(27, 5)', '(33, 3)', '(33, 9)', '(33, 6)', '(35, 3)', '(35, 9)', '(24, 3)', '(25, 5)', '(26, 3)', '(29, 5)', '(31, 2)']",19,0,19
60,"(24, 5)","(25, 5)",West,"[('(25, 5)', 'East', 1), ('(23, 5)', 'West', 1)]","['(25, 7)', '(29, 7)', '(22, 3)', '(23, 2)', '(24, 5)']","['(23, 5)', '(25, 7)', '(29, 7)', '(22, 3)', '(23, 2)']","['(31, 5)', '(31, 11)', '(34, 1)', '(34, 7)', '(31, 8)', '(27, 1)', '(27, 4)', '(28, 3)', '(27, 7)', '(33, 5)', '(32, 3)', '(35, 2)', '(32, 9)', '(33, 11)', '(35, 5)', '(35, 11)', '(25, 4)', '(24, 5)', '(29, 4)', '(29, 1)', '(31, 4)', '(31, 1)', '(31, 7)', '(23, 3)', '(34, 3)', '(31, 10)', '(34, 9)', '(27, 6)', '(27, 3)', '(29, 11)', '(30, 5)', '(33, 4)', '(30, 11)', '(33, 1)', '(33, 7)', '(35, 4)', '(25, 3)', '(35, 1)', '(35, 7)', '(33, 10)', '(25, 6)', '(35, 10)', '(29, 3)', '(31, 6)', '(31, 3)', '(31, 9)', '(27, 2)', '(28, 1)', '(28, 7)', '(27, 5)', '(33, 3)', '(33, 9)', '(33, 6)', '(35, 3)', '(35, 9)', '(24, 3)', '(25, 5)', '(26, 3)', '(29, 5)', '(31, 2)']",19,0,19
61,"(23, 2)","(23, 3)",South,"[('(23, 3)', 'North', 1), ('(23, 1)', 'South', 1)]","['(23, 5)', '(25, 7)', '(29, 7)', '(22, 3)', '(23, 2)']","['(23, 1)', '(23, 5)', '(25, 7)', '(29, 7)', '(22, 3)']","['(31, 5)', '(31, 11)', '(34, 1)', '(34, 7)', '(31, 8)', '(27, 1)', '(27, 4)', '(28, 3)', '(27, 7)', '(33, 5)', '(32, 3)', '(35, 2)', '(32, 9)', '(33, 11)', '(35, 5)', '(35, 11)', '(25, 4)', '(24, 5)', '(29, 4)', '(29, 1)', '(31, 4)', '(31, 1)', '(31, 7)', '(23, 3)', '(34, 3)', '(31, 10)', '(34, 9)', '(27, 6)', '(27, 3)', '(29, 11)', '(30, 5)', '(33, 4)', '(30, 11)', '(33, 1)', '(33, 7)', '(35, 4)', '(25, 3)', '(35, 1)', '(35, 7)', '(33, 10)', '(25, 6)', '(35, 10)', '(29, 3)', '(31, 6)', '(31, 3)', '(31, 9)', '(23, 2)', '(27, 2)', '(28, 1)', '(28, 7)', '(27, 5)', '(33, 3)', '(33, 9)', '(33, 6)', '(35, 3)', '(35, 9)', '(24, 3)', '(25, 5)', '(26, 3)', '(29, 5)', '(31, 2)']",19,0,19
62,"(22, 3)","(23, 3)",West,"[('(23, 3)', 'East', 1), ('(21, 3)', 'West', 1)]","['(23, 1)', '(23, 5)', '(25, 7)', '(29, 7)', '(22, 3)']","['(21, 3)', '(23, 1)', '(23, 5)', '(25, 7)', '(29, 7)']","['(31, 5)', '(31, 11)', '(34, 1)', '(34, 7)', '(31, 8)', '(27, 1)', '(27, 4)', '(28, 3)', '(27, 7)', '(33, 5)', '(32, 3)', '(35, 2)', '(32, 9)', '(33, 11)', '(35, 5)', '(35, 11)', '(25, 4)', '(24, 5)', '(29, 4)', '(29, 1)', '(31, 4)', '(31, 1)', '(31, 7)', '(23, 3)', '(34, 3)', '(31, 10)', '(34, 9)', '(27, 6)', '(27, 3)', '(29, 11)', '(30, 5)', '(33, 4)', '(30, 11)', '(33, 1)', '(33, 7)', '(35, 4)', '(25, 3)', '(35, 1)', '(35, 7)', '(33, 10)', '(25, 6)', '(35, 10)', '(29, 3)', '(31, 6)', '(31, 3)', '(31, 9)', '(23, 2)', '(22, 3)', '(27, 2)', '(28, 1)', '(28, 7)', '(27, 5)', '(33, 3)', '(33, 9)', '(33, 6)', '(35, 3)', '(35, 9)', '(24, 3)', '(25, 5)', '(26, 3)', '(29, 5)', '(31, 2)']",19,0,19
63,"(29, 7)","(28, 7)",East,"[('(29, 8)', 'North', 1), ('(28, 7)', 'West', 1)]","['(21, 3)', '(23, 1)', '(23, 5)', '(25, 7)', '(29, 7)']","['(29, 8)', '(21, 3)', '(23, 1)', '(23, 5)', '(25, 7)']","['(31, 5)', '(31, 11)', '(34, 1)', '(34, 7)', '(31, 8)', '(27, 1)', '(27, 4)', '(28, 3)', '(27, 7)', '(33, 5)', '(32, 3)', '(35, 2)', '(32, 9)', '(33, 11)', '(35, 5)', '(35, 11)', '(25, 4)', '(24, 5)', '(29, 4)', '(29, 1)', '(29, 7)', '(31, 4)', '(31, 1)', '(31, 7)', '(23, 3)', '(34, 3)', '(31, 10)', '(34, 9)', '(27, 6)', '(27, 3)', '(29, 11)', '(30, 5)', '(33, 4)', '(30, 11)', '(33, 1)', '(33, 7)', '(35, 4)', '(25, 3)', '(35, 1)', '(35, 7)', '(33, 10)', '(25, 6)', '(35, 10)', '(29, 3)', '(31, 6)', '(31, 3)', '(31, 9)', '(23, 2)', '(22, 3)', '(27, 2)', '(28, 1)', '(28, 7)', '(27, 5)', '(33, 3)', '(33, 9)', '(33, 6)', '(35, 3)', '(35, 9)', '(24, 3)', '(25, 5)', '(26, 3)', '(29, 5)', '(31, 2)']",20,0,20
64,"(25, 7)","(25, 6)",North,"[('(25, 6)', 'South', 1), ('(24, 7)', 'West', 1)]","['(29, 8)', '(21, 3)', '(23, 1)', '(23, 5)', '(25, 7)']","['(24, 7)', '(29, 8)', '(21, 3)', '(23, 1)', '(23, 5)']","['(31, 5)', '(31, 11)', '(34, 1)', '(34, 7)', '(31, 8)', '(27, 1)', '(27, 4)', '(28, 3)', '(27, 7)', '(33, 5)', '(32, 3)', '(35, 2)', '(32, 9)', '(33, 11)', '(35, 5)', '(35, 11)', '(25, 4)', '(24, 5)', '(25, 7)', '(29, 4)', '(29, 1)', '(29, 7)', '(31, 4)', '(31, 1)', '(31, 7)', '(23, 3)', '(34, 3)', '(31, 10)', '(34, 9)', '(27, 6)', '(27, 3)', '(29, 11)', '(30, 5)', '(33, 4)', '(30, 11)', '(33, 1)', '(33, 7)', '(35, 4)', '(25, 3)', '(35, 1)', '(35, 7)', '(33, 10)', '(25, 6)', '(35, 10)', '(29, 3)', '(31, 6)', '(31, 3)', '(31, 9)', '(23, 2)', '(22, 3)', '(27, 2)', '(28, 1)', '(28, 7)', '(27, 5)', '(33, 3)', '(33, 9)', '(33, 6)', '(35, 3)', '(35, 9)', '(24, 3)', '(25, 5)', '(26, 3)', '(29, 5)', '(31, 2)']",20,0,20
65,"(23, 5)","(24, 5)",West,"[('(24, 5)', 'East', 1)]","['(24, 7)', '(29, 8)', '(21, 3)', '(23, 1)', '(23, 5)']","['(24, 7)', '(29, 8)', '(21, 3)', '(23, 1)']","['(31, 5)', '(31, 11)', '(34, 1)', '(34, 7)', '(31, 8)', '(27, 1)', '(27, 4)', '(28, 3)', '(27, 7)', '(33, 5)', '(32, 3)', '(35, 2)', '(32, 9)', '(33, 11)', '(35, 5)', '(35, 11)', '(25, 4)', '(24, 5)', '(25, 7)', '(29, 4)', '(29, 1)', '(29, 7)', '(31, 4)', '(31, 1)', '(31, 7)', '(23, 3)', '(34, 3)', '(31, 10)', '(34, 9)', '(27, 6)', '(27, 3)', '(29, 11)', '(30, 5)', '(33, 4)', '(30, 11)', '(33, 1)', '(33, 7)', '(35, 4)', '(25, 3)', '(35, 1)', '(35, 7)', '(33, 10)', '(25, 6)', '(35, 10)', '(29, 3)', '(31, 6)', '(31, 3)', '(31, 9)', '(23, 2)', '(23, 5)', '(22, 3)', '(27, 2)', '(28, 1)', '(28, 7)', '(27, 5)', '(33, 3)', '(33, 9)', '(33, 6)', '(35, 3)', '(35, 9)', '(24, 3)', '(25, 5)', '(26, 3)', '(29, 5)', '(31, 2)']",20,0,20
66,"(23, 1)","(23, 2)",South,"[('(23, 2)', 'North', 1), ('(24, 1)', 'East', 1), ('(22, 1)', 'West', 1)]","['(24, 7)', '(29, 8)', '(21, 3)', '(23, 1)']","['(22, 1)', '(24, 1)', '(24, 7)', '(29, 8)', '(21, 3)']","['(31, 5)', '(31, 11)', '(23, 1)', '(34, 1)', '(34, 7)', '(31, 8)', '(27, 1)', '(27, 4)', '(28, 3)', '(27, 7)', '(33, 5)', '(32, 3)', '(35, 2)', '(32, 9)', '(33, 11)', '(35, 5)', '(35, 11)', '(25, 4)', '(24, 5)', '(25, 7)', '(29, 4)', '(29, 1)', '(29, 7)', '(31, 4)', '(31, 1)', '(31, 7)', '(23, 3)', '(34, 3)', '(31, 10)', '(34, 9)', '(27, 6)', '(27, 3)', '(29, 11)', '(30, 5)', '(33, 4)', '(30, 11)', '(33, 1)', '(33, 7)', '(35, 4)', '(25, 3)', '(35, 1)', '(35, 7)', '(33, 10)', '(25, 6)', '(35, 10)', '(29, 3)', '(31, 6)', '(31, 3)', '(31, 9)', '(23, 2)', '(23, 5)', '(22, 3)', '(27, 2)', '(28, 1)', '(28, 7)', '(27, 5)', '(33, 3)', '(33, 9)', '(33, 6)', '(35, 3)', '(35, 9)', '(24, 3)', '(25, 5)', '(26, 3)', '(29, 5)', '(31, 2)']",20,0,20
67,"(21, 3)","(22, 3)",West,"[('(22, 3)', 'East', 1), ('(20, 3)', 'West', 1)]","['(22, 1)', '(24, 1)', '(24, 7)', '(29, 8)', '(21, 3)']","['(20, 3)', '(22, 1)', '(24, 1)', '(24, 7)', '(29, 8)']","['(31, 5)', '(31, 11)', '(23, 1)', '(34, 1)', '(34, 7)', '(31, 8)', '(27, 1)', '(27, 4)', '(28, 3)', '(27, 7)', '(33, 5)', '(32, 3)', '(35, 2)', '(32, 9)', '(33, 11)', '(35, 5)', '(35, 11)', '(25, 4)', '(24, 5)', '(25, 7)', '(29, 4)', '(29, 1)', '(29, 7)', '(31, 4)', '(21, 3)', '(31, 1)', '(31, 7)', '(23, 3)', '(34, 3)', '(31, 10)', '(34, 9)', '(27, 6)', '(27, 3)', '(29, 11)', '(30, 5)', '(33, 4)', '(30, 11)', '(33, 1)', '(33, 7)', '(35, 4)', '(25, 3)', '(35, 1)', '(35, 7)', '(33, 10)', '(25, 6)', '(35, 10)', '(29, 3)', '(31, 6)', '(31, 3)', '(31, 9)', '(23, 2)', '(23, 5)', '(22, 3)', '(27, 2)', '(28, 1)', '(28, 7)', '(27, 5)', '(33, 3)', '(33, 9)', '(33, 6)', '(35, 3)', '(35, 9)', '(24, 3)', '(25, 5)', '(26, 3)', '(29, 5)', '(31, 2)']",20,0,20
